rank,team,age,teamId,playerId,full_name,gamesPitched,whip,inningsPitched,hits,runs,earnedRuns,baseOnBalls,strikeOuts,homeRuns,outs,battersFaced,pitchesThrown,era,saves,holds,blownSaves,wins,losses,sportAbbrev
24,CIN,24,113,669270,Joel Kuhnel,48,1.38,64.0,78,37,31,10,54,6,192,276,,4.36,11,7,7,2,4,A(Full)
24,CLE,24,114,650644,Aaron Civale,27,1.06,164.2,160,72,60,14,141,13,494,654,,3.28,0,0,0,13,6,ALL (2)
24,SEA,22,136,645307,Ricardo Sanchez,22,1.63,100.0,117,65,55,46,101,10,300,459,,4.95,0,0,0,4,12,A(Adv)
24,TB,25,139,664126,Peter Fairbanks,9,1.88,18.2,22,14,12,13,10,1,56,88,,5.79,0,0,0,2,1,A(Adv)
24,KC,25,118,622251,Josh Staumont,26,1.63,124.2,106,81,77,97,138,16,374,572,,5.56,0,0,0,6,12,ALL (2)
24,PHI,22,143,675971,Kyle Dohy,13,1.60,20.0,12,8,8,20,22,0,60,91,,3.60,0,2,0,2,1,A(Short)
24,MIA,24,146,667498,Robert Dugger,31,1.16,117.2,104,44,36,32,116,8,353,483,,2.75,2,0,1,6,6,ALL (2)
24,TEX,20,140,676568,Ricky Vanasco,10,1.44,9.0,8,2,0,5,16,0,27,41,,0.00,0,0,2,0,1,ROK
24,CHC,23,112,657272,Erich Uelmen,7,1.53,17.2,18,11,4,9,23,2,53,78,,2.04,0,0,0,0,2,A(Short)
24,OAK,24,133,670161,Parker Dunshee,13,0.69,40.1,20,3,3,8,48,1,121,149,,0.67,0,0,0,1,0,ALL (2)
24,SD,22,135,658648,Pedro Avila,24,1.22,129.0,124,62,53,33,170,5,387,542,,3.70,0,1,1,8,5,ALL (2)
24,WAS,23,120,676194,Jackson Tetreault,12,1.24,40.1,33,16,12,17,38,2,121,173,,2.68,0,1,0,2,2,ALL (2)
25,NYM,21,121,669259,Christian James,11,1.35,51.2,54,29,24,16,58,3,155,226,,4.18,0,0,0,2,3,ROK
25,STL,23,138,676220,Seth Elledge,19,0.96,25.0,16,10,9,8,42,1,75,100,,3.24,5,1,2,3,0,ALL (2)
25,LA,19,119,673662,Robinson Ortiz,11,1.02,37.1,33,15,13,5,35,0,112,151,,3.13,0,0,0,2,2,ROK
25,TB,23,139,675977,Drew Strotman,11,0.75,50.2,29,13,10,9,42,0,152,186,,1.78,0,0,0,2,3,A(Short)
25,BOS,24,111,660825,Eduard Bazardo,17,1.02,56.0,40,19,15,17,67,0,168,229,,2.41,2,1,1,3,4,ALL (2)
26,CIN,25,113,623474,Jimmy Herget,52,1.18,62.0,52,20,20,21,72,5,186,257,,2.90,25,1,6,4,4,ALL (2)
26,HOU,22,117,670550,Nivaldo Rodriguez,15,1.16,57.0,49,19,13,17,63,1,171,237,,2.05,1,1,0,4,2,ALL (2)
26,TB,27,139,592254,Jose De Leon,11,1.27,41.0,33,16,16,19,46,3,123,170,,3.51,0,0,0,3,2,ALL (4)
26,PIT,25,134,664141,JT Brubaker,26,1.50,129.2,150,73,64,45,109,9,389,576,,4.44,0,0,0,7,6,AA
26,BAL,22,110,647315,Zach Pop,5,0.80,5.0,2,0,0,2,5,0,15,18,,0.00,0,1,0,0,0,ROK
26,TEX,25,140,621368,Taylor Hearn,19,1.14,89.1,65,41,40,37,109,8,268,362,,4.03,0,0,0,4,6,ALL (2)
26,LA,24,119,642068,Jordan Sheffield,25,1.55,107.1,109,67,56,57,109,11,322,483,,4.70,0,1,0,3,9,ALL (2)
26,BOS,22,111,660593,Denyi Reyes,15,0.95,62.0,52,13,10,7,53,3,186,245,,1.45,0,0,1,9,0,A(Short)
26,COL,19,115,672487,Helcris Olivarez,18,1.24,33.0,24,13,13,17,35,0,99,141,,3.55,0,1,0,0,1,ROK
26,SEA,26,136,605521,Art Warren,43,1.28,64.2,58,25,22,25,67,5,194,271,,3.06,8,3,2,3,1,A(Adv)
27,MIA,22,146,663489,Will Stewart,13,1.48,60.1,64,37,28,25,58,3,181,272,,4.18,0,0,0,4,2,A(Short)
27,BOS,26,111,606996,Kyle Hart,22,1.15,117.0,95,30,28,40,109,5,351,473,,2.15,0,0,0,6,5,ALL (2)
27,SD,21,135,666168,Mason Thompson,7,1.30,27.0,23,17,14,12,28,2,81,115,,4.67,0,0,0,2,4,A(Full)
27,BAL,25,110,622253,Dillon Tate,13,1.14,83.1,71,28,26,24,63,7,250,342,,2.81,0,0,0,7,2,ALL (2)
27,LAA,20,,673820,Robinson Pina,15,1.15,51.1,35,26,21,24,47,0,154,214,,3.68,0,1,0,1,2,ROK
27,LA,24,119,667445,Marshall Kasowski,9,2.03,11.1,11,6,4,12,15,1,34,57,,3.18,0,0,1,1,1,ALL (2)
27,CWS,24,145,641662,Alec Hansen,26,1.17,141.1,114,56,44,51,191,8,424,590,,2.80,0,0,0,11,8,ALL (3)
27,CIN,20,113,675653,James Marinan,9,1.65,17.0,14,5,3,14,14,0,51,71,,1.59,0,0,0,2,0,ROK
28,PIT,23,134,664977,Blake Cederlind,25,1.74,58.0,67,54,50,34,55,9,174,277,,7.76,0,2,2,2,3,A(Full)
28,CWS,24,145,641576,Bernardo Flores,23,1.25,118.1,116,49,45,32,103,10,355,496,,3.42,0,0,0,10,7,ALL (2)
28,TEX,21,140,661403,Emmanuel Clase,10,1.82,39.0,49,34,26,22,46,5,117,193,,6.00,0,0,1,2,5,ALL (2)
28,STL,25,138,677369,Austin Warner,13,1.10,62.2,54,23,17,15,73,4,188,258,,2.44,0,0,0,4,4,ALL (3)
28,BOS,23,111,676710,Kutter Crawford,1,2.00,1.0,1,0,0,1,2,0,3,5,,0.00,0,0,0,0,0,A(Short)
28,SF,24,137,624526,Garrett Williams,18,1.26,97.0,87,33,25,35,96,3,291,424,,2.32,0,0,0,6,5,ALL (2)
28,TB,21,139,660831,Resly Linares,13,0.96,61.1,36,20,16,23,60,2,184,245,,2.35,0,0,0,3,3,A(Short)
28,SD,23,135,656798,Jacob Nix,17,1.37,94.1,110,61,49,19,73,5,283,408,,4.67,0,0,0,5,5,ALL (2)
28,WAS,24,120,666022,Jhonatan German,10,1.28,42.1,29,25,19,25,32,1,127,189,,4.04,0,0,0,1,5,ALL (2)
28,NYY,23,147,676477,Garrett Whitlock,5,0.98,14.1,14,7,6,0,22,1,43,59,,3.77,0,0,1,1,0,ALL (2)
29,WAS,23,120,675919,Nick Raquet,12,1.22,53.1,58,19,14,7,24,2,160,216,,2.36,0,0,0,3,2,ALL (2)
29,SEA,22,136,664714,Ljay Newsome,25,1.13,129.2,131,68,59,16,111,14,389,530,,4.10,0,0,0,8,9,A(Full)
29,TOR,23,141,656594,Kyle Johnston,15,1.41,46.2,41,21,17,25,33,2,140,205,,3.28,0,3,0,0,2,ALL (2)
29,NYM,24,121,676644,Stephen Villines,19,0.88,27.1,23,6,5,1,41,1,82,104,,1.65,1,0,0,3,2,ALL (2)
29,HOU,22,117,677651,Luis Garcia,6,1.55,11.0,13,5,2,4,18,1,33,47,,1.64,0,0,0,1,1,ROK
29,PHI,19,143,673257,Victor Santos,12,1.16,49.0,52,16,14,5,38,1,147,202,,2.57,0,0,0,4,2,ROK
30,NYM,24,121,656924,Ryder Ryan,41,1.33,54.1,50,31,25,22,62,5,163,239,,4.14,6,6,4,3,4,ALL (2)
30,CHC,25,112,656803,James Norwood,41,1.37,57.2,54,22,21,25,60,2,173,245,,3.28,7,4,2,4,3,ALL (2)
30,HOU,22,117,673277,Jose Alberto Rivera,12,1.20,36.2,20,17,14,24,37,3,110,156,,3.44,0,2,1,2,3,ROK
30,TB,21,139,669140,Austin Franklin,13,1.18,69.1,51,21,17,31,71,4,208,284,,2.21,0,0,0,4,2,A(Short)
30,PHI,23,143,657756,Connor Seabold,5,0.70,10.0,5,1,1,2,13,0,30,37,,0.90,0,1,0,2,0,A(Short)
30,TEX,25,140,664139,Ian Gibaut,48,1.07,61.0,38,23,15,27,77,6,183,252,,2.21,12,6,6,7,1,ALL (2)
30,DET,23,116,656638,Alex Lange,4,1.29,9.1,9,6,5,3,13,0,28,41,,4.82,0,0,0,0,1,A(Short)
30,KC,23,118,664700,Daniel Tillo,10,1.34,36.2,43,20,18,6,32,1,110,157,,4.42,0,0,0,3,2,ALL (2)
30,TOR,24,141,641672,Thomas Hatch,26,1.41,124.2,126,74,56,50,126,2,374,543,,4.04,0,0,0,5,11,A(Adv)
30,MIL,27,158,592833,Bobby Wahl,20,1.46,22.2,21,12,10,12,36,3,68,103,,3.97,3,0,0,1,1,ALL (3)
30,CIN,24,113,641682,Ryan Hendrix,47,1.24,62.0,48,26,20,29,88,6,186,263,,2.90,8,8,3,5,5,ALL (2)
30,BOS,26,111,596074,Bobby Poyner,43,0.93,60.1,39,14,10,17,84,4,181,240,,1.49,15,0,1,2,1,ALL (2)
