rank,team,age,teamId,full_name,playerId,atBats,runs,hits,doubles,triples,homeRuns,obp,ops,slg,rbi,baseOnBalls,strikeOuts,stolenBases,caughtStealing,leftOnBase,totalBases,avg,position,sportAbbrev
27,TOR,23,141,Riley Adams,656180,352,58,92,18,2,14,.366,.809,.443,51,46,123,4,1,167,156,.261,C,ALL (2)
27,HOU,22,117,Ross Adolph,680244,382,69,87,20,6,7,.357,.723,.366,40,61,142,11,9,162,140,.228,OF,ALL (2)
27,PHI,19,143,Jamari Baylor,687072,11,4,3,2,0,0,.333,.788,.455,0,1,2,0,0,5,5,.273,SS,ROK
27,SF,24,137,Abiatal Avelino,623214,480,70,136,24,8,12,.316,.758,.442,63,24,87,17,5,178,212,.283,SS,ALL (2)
27,OAK,19,133,Marcos Brito,670862,204,21,37,8,0,2,.260,.510,.250,13,22,67,3,4,95,51,.181,SS,A(Full)
27,NYM,22,121,Desmond Lindsay,663664,51,8,10,2,0,1,.305,.599,.294,5,7,25,1,0,33,15,.196,CF,A(Adv)
27,DET,24,116,Jacob Robson,615699,409,61,109,21,3,9,.352,.751,.399,52,53,132,25,10,172,163,.267,CF,AAA
27,MIL,21,158,Korry Howell,676759,293,35,69,12,3,2,.329,.646,.317,22,37,94,19,8,132,93,.235,SS,A(Full)
27,PIT,21,134,Jared Triolo,669707,234,30,56,19,5,2,.314,.703,.389,34,27,49,3,1,96,91,.239,3B,A(Short)
28,MIA,17,146,Victor Mesa Jr.,683748,176,39,50,9,4,1,.366,.764,.398,24,24,29,7,4,84,70,.284,OF,ROK
28,MIN,20,142,Gabriel Maciel,670622,361,57,102,9,6,3,.366,.732,.366,34,44,61,22,9,126,132,.283,CF,ALL (2)
28,CLE,19,114,Raynel Delgado,669384,264,26,64,15,2,2,.299,.636,.337,23,23,73,6,4,107,89,.242,3B,ALL (2)
28,BAL,21,110,Joseph Ortiz,687401,195,23,47,2,0,1,.345,.612,.267,17,30,37,2,1,91,52,.241,SS,A(Short)
28,SEA,25,136,Donnie Walton,622268,482,72,144,22,3,11,.390,.815,.425,50,64,73,10,14,185,205,.299,2B,ALL (2)
28,CIN,18,113,Yan Contreras,687073,69,8,10,1,2,0,.298,.515,.217,2,14,25,4,1,32,15,.145,SS,ROK
28,NYM,22,121,Luis Carpio,650700,337,41,95,19,1,4,.361,.741,.380,34,38,64,4,9,171,128,.282,2B,ALL (2)
28,HOU,25,117,Taylor Jones,622100,447,86,130,28,0,22,.388,.889,.501,84,68,112,0,1,202,224,.291,1B,AAA
28,ATL,20,144,Jefrey Ramos,671191,460,49,111,16,4,9,.291,.643,.352,56,30,99,1,1,203,162,.241,LF,A(Adv)
28,MIL,19,158,Je'Von Ward,669219,373,35,84,16,7,2,.311,.633,.322,46,47,107,7,6,167,120,.225,OF,A(Full)
28,CHC,25,112,Trent Giambrone,623508,431,66,104,27,0,23,.314,.778,.464,66,42,131,17,4,237,200,.241,2B,AAA
28,PHI,22,143,Cornelius Randolph,663524,348,42,86,15,4,10,.324,.723,.399,44,37,102,9,5,161,139,.247,LF,AA
28,DET,23,116,Derek Hill,656537,470,78,114,19,5,14,.311,.705,.394,45,38,147,21,13,165,185,.243,CF,AA
28,COL,24,115,Roberto Ramos,657733,431,77,133,27,0,30,.400,.980,.580,105,61,141,0,1,176,250,.309,1B,AAA
28,LA,23,119,Connor Wong,657136,423,56,119,24,7,24,.336,.877,.541,82,32,143,11,3,160,229,.281,C,ALL (2)
28,ARI,22,109,Jake McCarthy,664983,195,29,54,13,3,2,.341,.746,.405,30,17,52,18,2,105,79,.277,OF,A(Adv)
29,DET,23,116,Troy Stokes Jr.,657011,322,50,75,22,0,9,.341,.726,.385,40,47,87,14,3,171,124,.233,LF,AAA
29,ARI,25,109,Josh Rojas,668942,492,98,157,37,6,25,.405,.976,.571,93,67,91,35,11,204,281,.319,2B,ALL (4)
29,SF,21,137,Tyler Fitzgerald,666149,185,33,51,15,2,1,.358,.753,.395,30,24,41,6,1,82,73,.276,SS,ALL (3)
29,STL,25,138,Ramon Urias,602104,344,57,90,24,0,10,.362,.781,.419,55,45,81,4,1,168,144,.262,2B,ALL (3)
29,PIT,19,134,Jack Herman,681075,265,47,68,12,2,13,.340,.804,.464,34,28,88,6,6,98,123,.257,OF,A(Full)
29,CLE,18,114,Christian Cairo,686551,146,26,26,3,1,0,.324,.536,.212,9,25,40,7,3,59,31,.178,SS,ROK
29,CWS,19,145,Luis Mieses,672635,220,24,53,14,0,4,.264,.623,.359,28,7,46,0,1,92,79,.241,OF,ROA
29,CIN,24,113,Nick Longhi,641802,389,51,110,28,3,12,.336,.799,.463,51,30,102,0,1,185,180,.283,1B,AAA
29,MIA,22,146,Peyton Burdick,680814,260,60,80,20,4,11,.407,.949,.542,64,34,72,7,7,101,141,.308,CF,ALL (2)
29,TEX,25,140,Eli White,642201,438,63,111,20,5,14,.337,.755,.418,43,43,138,14,5,198,183,.253,SS,AAA
29,BAL,21,110,JC Encarnacion,669792,450,53,108,19,3,9,.293,.649,.356,50,28,145,12,3,238,160,.240,3B,A(Full)
29,KC,22,118,Gabriel Cancel,663708,464,70,114,30,0,18,.308,.735,.427,69,34,144,15,2,209,198,.246,2B,AA
29,CHC,18,112,Pedro Martinez,680932,206,27,64,8,6,2,.388,.825,.437,24,24,63,19,10,87,90,.311,SS,ALL (2)
30,CWS,19,145,Lenyn Sosa,672820,501,72,126,35,2,7,.292,.663,.371,51,27,102,6,6,212,186,.251,3B,A(Full)
30,STL,24,138,Max Schrock,621011,265,42,73,20,1,2,.366,.747,.381,31,37,49,12,2,99,101,.275,2B,AAA
30,MIN,21,142,Ben Rortvedt,666163,277,32,66,16,1,7,.334,.713,.379,29,35,67,0,0,122,105,.238,C,ALL (2)
30,SF,18,137,Garrett Frechette,683102,145,23,42,7,2,0,.364,.730,.366,20,11,35,1,0,70,53,.290,1B,ROK
30,WAS,20,120,Justin Connell,676667,433,59,108,20,1,3,.337,.658,.321,38,49,75,13,10,173,139,.249,OF,A(Full)
30,SD,18,135,Joshua Mears,687084,166,30,42,4,3,7,.354,.794,.440,24,23,59,9,1,104,73,.253,RF,ROK
30,ARI,24,109,Domingo Leyba,642736,467,86,140,38,3,19,.352,.868,.516,78,33,82,0,2,197,241,.300,SS,ALL (2)
30,SEA,21,136,Austin Shenton,668853,198,29,59,17,2,7,.376,.886,.510,36,19,44,0,0,96,101,.298,3B,ALL (2)
30,NYY,19,147,Oswald Peraza,672724,262,38,69,6,1,4,.332,.672,.340,20,21,37,23,7,112,89,.263,SS,ALL (2)
30,OAK,18,133,Marcus Smith,687526,97,21,35,6,1,0,.466,.909,.443,14,20,29,1,1,47,43,.361,CF,ROK
30,BAL,24,110,Brett Cumberland,656340,183,28,47,14,0,5,.404,.819,.415,24,31,47,0,0,85,76,.257,C,ALL (3)
